CarCompany,URL Image,Model,Price,Country of Origin,Class,Body,Style,Engine,Gearbox,Power (hp),Torque (Nm),Fuel Econ (L/100km),Fuel Econ (km/L),0-100 kph (sec),Top speed (kph)
GEELY,https://www.drivearabia.com/carprices/media/catalog/558c09e1e3557geely_gc7_front.jpg,Geely GC7,30000,China,Compact Sedan,4-door,sedan,1.8 I4 FWD,5M/CVT,131,170,7.9-9.6,12.7,11.5-12.5,185
GEELY,https://www.drivearabia.com/carprices/media/catalog/558c03877528egeely_gx2_front.jpg,Geely GX2,25000,China,Sub-Compact SUV,5-door,wagon,1.5 I4 FWD,5M,101,136,6.0-6.5,16.7,13.5-14.5,160
GEELY,https://www.drivearabia.com/carprices/media/catalog/558c03877528egeely_gx2_front.jpg,Geely GX2,25000,China,Sub-Compact SUV,5-door,wagon,1.5 I4 FWD,5M,101,136,6.0-6.5,16.7,13.5-14.5,160
GENESIS,https://www.drivearabia.com/carprices/media/catalog/5a23bb700fd792018_Genesis_G70_Front.jpg,Genesis G70,156000,South Korea,Premium Compact Sedan,4-door,sedan,2.0TC I4 RWD,8A,250,360,7.9,12.7,6,240
GENESIS,https://www.drivearabia.com/carprices/media/catalog/5a23bb700fd792018_Genesis_G70_Front.jpg,Genesis G70,156000,South Korea,Premium Compact Sedan,4-door,sedan,2.0TC I4 RWD,8A,250,360,7.9,12.7,6,240
GENESIS,https://www.drivearabia.com/carprices/media/catalog/5a23bb700fd792018_Genesis_G70_Front.jpg,Genesis G70,156000,South Korea,Premium Compact Sedan,4-door,sedan,2.0TC I4 RWD,8A,250,360,7.9,12.7,6,240
GENESIS,https://www.drivearabia.com/carprices/media/catalog/57e7cdd5ee40fgenesis_g80_00_front.jpg,Genesis G80,148000,South Korea,Premium Midsize Sedan,4-door,sedan,3.8 V6 RWD,8A,304,390,11.2,8.9,6.5,240
GENESIS,https://www.drivearabia.com/carprices/media/catalog/57e7cdd5ee40fgenesis_g80_00_front.jpg,Genesis G80,148000,South Korea,Premium Midsize Sedan,4-door,sedan,3.8 V6 RWD,8A,304,390,11.2,8.9,6.5,240
GENESIS,https://www.drivearabia.com/carprices/media/catalog/57e7cdd5ee40fgenesis_g80_00_front.jpg,Genesis G80,148000,South Korea,Premium Midsize Sedan,4-door,sedan,3.8 V6 RWD,8A,304,390,11.2,8.9,6.5,240
GENESIS,https://www.drivearabia.com/carprices/media/catalog/57cd9a755517cGenesis_G90_front.jpg,Genesis G90,289000,South Korea,Luxury Large Sedan,4-door,sedan,3.8 V6 RWD,8A,304,390,9.7,10.3,7.0-7.5,240
GENESIS,https://www.drivearabia.com/carprices/media/catalog/57cd9a755517cGenesis_G90_front.jpg,Genesis G90,289000,South Korea,Luxury Large Sedan,4-door,sedan,3.8 V6 RWD,8A,304,390,9.7,10.3,7.0-7.5,240
GENESIS,https://www.drivearabia.com/carprices/media/catalog/57cd9a755517cGenesis_G90_front.jpg,Genesis G90,289000,South Korea,Luxury Large Sedan,4-door,sedan,3.8 V6 RWD,8A,304,390,9.7,10.3,7.0-7.5,240
GENESIS,https://www.drivearabia.com/carprices/media/catalog/5e245c82062bcGenesis_GV80_2021_800_03.jpg,Genesis GV80,299000,South Korea,Luxury Midsize SUV,5-door,wagon,2.5TC I4 RWD,8A,300,422,8.8,11.4,6.6,220.22
GMC,https://www.drivearabia.com/carprices/media/catalog/5d22f8fee3efb2020_gmc_acadia_dark_sky_front.jpg,GMC Acadia,134900,United States,Midsize SUV,5-door,wagon,3.6 V6 FWD,9A,310,366,8.8,11.4,6.8,210
GMC,https://www.drivearabia.com/carprices/media/catalog/5d22f8fee3efb2020_gmc_acadia_dark_sky_front.jpg,GMC Acadia,134900,United States,Midsize SUV,5-door,wagon,3.6 V6 FWD,9A,310,366,8.8,11.4,6.8,210
GMC,https://www.drivearabia.com/carprices/media/catalog/58316d547c5c0GMC_Acadia_2017_front.jpg,GMC Acadia,134900,United States,Midsize SUV,5-door,wagon,3.6 V6 FWD,6A,310,366,8.8,11.4,6.8,210
GMC,https://www.drivearabia.com/carprices/media/catalog/5b69897e5e0ea2019_gmc_sierra_denali_front.jpg,GMC Sierra 1500,153700,United States,Large Pickup,2-door,pickup,4.3 V6 2WD,6A,285,413,11.9,8.4,8,180
GMC,https://www.drivearabia.com/carprices/media/catalog/5b69897e5e0ea2019_gmc_sierra_denali_front.jpg,GMC Sierra 1500,153700,United States,Large Pickup,2-door,pickup,4.3 V6 2WD,6A,285,413,11.9,8.4,8,180
GMC,https://www.drivearabia.com/carprices/media/catalog/5b69897e5e0ea2019_gmc_sierra_denali_front.jpg,GMC Sierra 1500,163600,United States,Large Pickup,2-door,pickup,5.3 V8 4WD,6A,355,519,12.1,8.3,6.8,180
GMC,https://www.drivearabia.com/carprices/media/catalog/5a1d60dbb942b2018_gmc_terrain_front.jpg,GMC Terrain,89900,Canada,Compact SUV,5-door,wagon,1.5TC I4 FWD,9A,170,275,6.7,14.9,9.2,200
GMC,https://www.drivearabia.com/carprices/media/catalog/5a1d60dbb942b2018_gmc_terrain_front.jpg,GMC Terrain,89900,Canada,Compact SUV,5-door,wagon,1.5TC I4 FWD,9A,170,275,6.7,14.9,9.2,200
GMC,https://www.drivearabia.com/carprices/media/catalog/5a1d60dbb942b2018_gmc_terrain_front.jpg,GMC Terrain,89900,Canada,Compact SUV,5-door,wagon,1.5TC I4 FWD,9A,170,275,6.7,14.9,9.2,200
GMC,https://www.drivearabia.com/carprices/media/catalog/5e2444d541143GMC_Yukon_Denali_2021_front.jpg,GMC Yukon,193900,United States,Large SUV,5-door,wagon,5.3 V8 RWD,10A,355,564,-,-,-,180
GMC,https://www.drivearabia.com/carprices/media/catalog/5991b1e29ce8a2018_GMC_Yukon_Denali_front.jpg,GMC Yukon,170000,United States,Large SUV,5-door,wagon,5.3 V8 RWD/4WD,6A,355,564,12,8.3,7.9,180
GMC,https://www.drivearabia.com/carprices/media/catalog/5991b1e29ce8a2018_GMC_Yukon_Denali_front.jpg,GMC Yukon,170000,United States,Large SUV,5-door,wagon,5.3 V8 RWD/4WD,6A,355,564,12,8.3,7.9,180
GREAT WALL,https://www.drivearabia.com/carprices/media/catalog/5a8d3c05263a4cars_great_wall_wingle_front.jpg,Great Wall Wingle 5,42900,China,Midsize Pickup,4-door,pickup,2.2 I4 FWD,5M,105,190,10.7,9.3,17.0-18.0,140
GREAT WALL,https://www.drivearabia.com/carprices/media/catalog/5a8d3c05263a4cars_great_wall_wingle_front.jpg,Great Wall Wingle 5,35000,China,Midsize Pickup,4-door,pickup,2.2 I4 FWD,5M,105,190,10.7,9.3,17.0-18.0,140
GREAT WALL,https://www.drivearabia.com/carprices/media/catalog/5a8d3c05263a4cars_great_wall_wingle_front.jpg,Great Wall Wingle 5,35000,China,Midsize Pickup,4-door,pickup,2.2 I4 FWD,5M,105,190,10.7,9.3,17.0-18.0,140
GREAT WALL,https://www.drivearabia.com/carprices/media/catalog/5e6e078a7423egreat_wall_wingle6_front.jpg,Great Wall Wingle 6,48000,China,Midsize Pickup,4-door,pickup,2.0TD I4 2WD/4WD,6M,110,310,9,11.1,16,160
GREAT WALL,https://www.drivearabia.com/carprices/media/catalog/5e89e9589aa2bgreat_wall_wingle7_front.jpg,Great Wall Wingle 7,57900,China,Midsize Pickup1,4-door,pickup,2.0TD I4 4WD,6M,140,315,7.6,13.2,16,160
HAVAL,https://www.drivearabia.com/carprices/media/catalog/5f38e81b74921haval_h2_front.jpg,Haval H2 Crossover,54900,China,Sub-Compact SUV,5-door,wagon,1.5TC I4 FWD,6A,148,210,9,11.1,13.5,170
HAVAL,https://www.drivearabia.com/carprices/media/catalog/5f38e81b74921haval_h2_front.jpg,Haval H2 Crossover,54900,China,Sub-Compact SUV,5-door,wagon,1.5TC I4 FWD,6A,148,210,9,11.1,13.5,170
HAVAL,https://www.drivearabia.com/carprices/media/catalog/5726f43485900haval_h2_front.jpg,Haval H2 Crossover,64500,China,Sub-Compact SUV,5-door,wagon,1.5TC I4 FWD,6M/6A,148,210,9,11.1,13.5,170
HAVAL,https://www.drivearabia.com/carprices/media/catalog/5dddc12c84042haval_h6_front.jpg,Haval H6,62900,China,Compact SUV,5-door,wagon,2.0T I4 4WD,7AM,197,350,7,14.3,7.5,200
HAVAL,https://www.drivearabia.com/carprices/media/catalog/5dddc12c84042haval_h6_front.jpg,Haval H6,62900,China,Compact SUV,5-door,wagon,2.0T I4 4WD,7AM,197,350,7,14.3,7.5,200
HAVAL,https://www.drivearabia.com/carprices/media/catalog/5dddbfad7e05fhaval_h6_front.jpg,Haval H6,62900,China,Compact SUV,5-door,wagon,2.0T I4 FWD,7AM,197,315,7,14.3,7.5,200
HAVAL,https://www.drivearabia.com/carprices/media/catalog/572751a7bba8dhaval_h9_front.jpg,Haval H9,99900,China,Midsize SUV,5-door,wagon,2.0TC I4 4WD,6A,215,324,12.1,8.3,12.8,190
HAVAL,https://www.drivearabia.com/carprices/media/catalog/572751a7bba8dhaval_h9_front.jpg,Haval H9,99900,China,Midsize SUV,5-door,wagon,2.0TC I4 4WD,6A,215,324,12.1,8.3,12.8,190
HAVAL,https://www.drivearabia.com/carprices/media/catalog/572751a7bba8dhaval_h9_front.jpg,Haval H9,120000,China,Midsize SUV,5-door,wagon,2.0TC I4 4WD,6A,215,324,12.1,8.3,12.8,190
HONDA,https://www.drivearabia.com/carprices/media/catalog/59da385d7bad0Honda_Accord_2018_front.jpg,Honda Accord,95500,United States,Midsize Sedan,4-door,sedan,1.5T I4 FWD,CVT,192,260,6.1,16.4,8,195
HONDA,https://www.drivearabia.com/carprices/media/catalog/59da385d7bad0Honda_Accord_2018_front.jpg,Honda Accord,95500,United States,Midsize Sedan,4-door,sedan,1.5T I4 FWD,CVT,192,260,6.1,16.4,8,195
HONDA,https://www.drivearabia.com/carprices/media/catalog/59da385d7bad0Honda_Accord_2018_front.jpg,Honda Accord,95500,United States,Midsize Sedan,4-door,sedan,1.5T I4 FWD,CVT,192,260,6.1,16.4,8,195
HONDA,https://www.drivearabia.com/carprices/media/catalog/5986e020269f12018_Honda_City_blue_front.jpg,Honda City,57000,Thailand,Sub-Compact Sedan,4-door,sedan,1.5 I4 FWD,CVT,118,146,5.8,17.2,10.1,190
HONDA,https://www.drivearabia.com/carprices/media/catalog/5986e020269f12018_Honda_City_blue_front.jpg,Honda City,57000,Thailand,Sub-Compact Sedan,4-door,sedan,1.5 I4 FWD,CVT,118,146,5.8,17.2,10.1,190
HONDA,https://www.drivearabia.com/carprices/media/catalog/5986e020269f12018_Honda_City_blue_front.jpg,Honda City,57000,Thailand,Sub-Compact Sedan,4-door,sedan,1.5 I4 FWD,CVT,118,146,5.8,17.2,10.1,190
HONDA,https://www.drivearabia.com/carprices/media/catalog/5eaecc91e7512honda_civic_front_dubai_uae.jpg,Honda Civic,67900,United States,Compact Sedan,4-door,sedan,1.6 I4 FWD,CVT,123,151,5.4,18.5,11.6,200
HONDA,https://www.drivearabia.com/carprices/media/catalog/5eaecc91e7512honda_civic_front_dubai_uae.jpg,Honda Civic,67900,United States,Compact Sedan,4-door,sedan,1.6 I4 FWD,CVT,123,151,5.4,18.5,11.6,200
HONDA,https://www.drivearabia.com/carprices/media/catalog/5d1b01a73a7f12017_Honda_Civic_LX_forn.jpg,Honda Civic,67900,United States,Compact Sedan,4-door,sedan,1.6 I4 FWD,CVT,123,151,5.4,18.5,11.6,200
HONDA,https://www.drivearabia.com/carprices/media/catalog/5e3bea33f20e0Honda_CR_V_2020_front.jpg,Honda CR-V,89000,United States,Compact SUV,5-door,wagon,2.4 I4 FWD,CVT,184,244,7.2,13.9,8.5,200
HONDA,https://www.drivearabia.com/carprices/media/catalog/5e3bea33f20e0Honda_CR_V_2020_front.jpg,Honda CR-V,89000,United States,Compact SUV,5-door,wagon,2.4 I4 FWD,CVT,184,244,7.2,13.9,8.5,200
HONDA,https://www.drivearabia.com/carprices/media/catalog/59181ed41d481Honda_CR_V_2017_front.jpg,Honda CR-V,89000,United States,Compact SUV,5-door,wagon,2.4 I4 FWD,CVT,184,244,7.2,13.9,8.5,200
HONDA,https://www.drivearabia.com/carprices/media/catalog/5f8c03116f57chonda_hrv_front.jpg,Honda HR-V,64000,Thailand,Compact SUV,5-door,wagon,1.8 I4 FWD,CVT,139,172,6.5,15.4,10.1,190
HONDA,https://www.drivearabia.com/carprices/media/catalog/5c4db8782adb1honda_hr_v_2019_1.jpg,Honda HR-V,64000,Thailand,Compact SUV,5-door,wagon,1.8 I4 FWD,CVT,139,172,6.5,15.4,10.1,190
HONDA,https://www.drivearabia.com/carprices/media/catalog/5c4db896a8c1ahonda_hr_v_2019_1.jpg,Honda HR-V,69000,Thailand,Sub-Compact SUV,5-door,wagon,1.8 I4 FWD,CVT,139,172,6.5,15.4,10.1,190
HONDA,https://www.drivearabia.com/carprices/media/catalog/5f2fda85e65f1Honda_Odyssey_2021_FRONT.jpg,Honda Odyssey,150000,United States,Large Minivan,5-door,minivan,3.5 V6 FWD,10A,280,355,10.6,9.4,7.2,192
HONDA,https://www.drivearabia.com/carprices/media/catalog/5a156a31855f72018_Honda_Odyssey.jpg,Honda Odyssey,142000,United States,Large Minivan,5-door,minivan,3.5 V6 FWD,10A,280,355,10.6,9.4,7.2,192
HONDA,https://www.drivearabia.com/carprices/media/catalog/5a156a31855f72018_Honda_Odyssey.jpg,Honda Odyssey,142000,United States,Large Minivan,5-door,minivan,3.5 V6 FWD,10A,280,355,10.6,9.4,7.2,192
HONDA,https://www.drivearabia.com/carprices/media/catalog/5a6d836e58396honda_odyssey_j_2018_1.jpg,Honda Odyssey J,104900,Japan,Large Minivan,5-door,minivan,2.4 I4 FWD,CVT,173,225,7.1,14.1,11.0-11.5,200
HONDA,https://www.drivearabia.com/carprices/media/catalog/5a6d836e58396honda_odyssey_j_2018_1.jpg,Honda Odyssey J,104900,Japan,Large Minivan,5-door,minivan,2.4 I4 FWD,CVT,173,225,7.1,14.1,11.0-11.5,200
HONDA,https://www.drivearabia.com/carprices/media/catalog/5a6d836e58396honda_odyssey_j_2018_1.jpg,Honda Odyssey J,104900,Japan,Large Minivan,5-door,minivan,2.4 I4 FWD,CVT,173,225,7.1,14.1,11.0-11.5,200
HONDA,https://www.drivearabia.com/carprices/media/catalog/5c22bdcf73374Honda_Pilot_2019_fronot.jpg,Honda Pilot,130000,United States,Midsize SUV,5-door,wagon,3.5 V6 4WD,6A,280,355,9.3,10.8,8.2,175
HONDA,https://www.drivearabia.com/carprices/media/catalog/5c22bdcf73374Honda_Pilot_2019_fronot.jpg,Honda Pilot,130000,United States,Midsize SUV,5-door,wagon,3.5 V6 4WD,6A,280,355,9.3,10.8,8.2,175
HONDA,https://www.drivearabia.com/carprices/media/catalog/5c22bdcf73374Honda_Pilot_2019_fronot.jpg,Honda Pilot,130000,United States,Midsize SUV,5-door,wagon,3.5 V6 4WD,6A,280,355,9.3,10.8,8.2,175
HONGQI,https://www.drivearabia.com/carprices/media/catalog/5ef9e36fa2a17hongqi_h5_front_dubai_uae.jpg,Hongqi H5,130000,China,Midsize Sedan,4-door,sedan,1.8TC I4 FWD,6A,178,250,7.1,14.1,9.7,200
HONGQI,https://www.drivearabia.com/carprices/media/catalog/5ef9e36fa2a17hongqi_h5_front_dubai_uae.jpg,Hongqi H5,130000,China,Midsize Sedan,4-door,sedan,1.8TC I4 FWD,6A,178,250,7.1,14.1,9.7,200
HONGQI,https://www.drivearabia.com/carprices/media/catalog/5ea5aa60617b6hongqi_h7_front.jpg,Hongqi H7,130000,China,Luxury Large Sedan,4-door,sedan,3.0 V6 FWD,7AM,228,300,10.1,9.9,9,220
HONGQI,https://www.drivearabia.com/carprices/media/catalog/5ea5aa60617b6hongqi_h7_front.jpg,Hongqi H7,130000,China,Luxury Large Sedan,4-door,sedan,3.0 V6 FWD,7AM,228,300,10.1,9.9,9,220
HONGQI,https://www.drivearabia.com/carprices/media/catalog/5fd771e2f25afHongqi_H9_front_uae.jpg,Hongqi H9,130000,China,Luxury Large Sedan,4-door,sedan,2.0TC I4 RWD,7AM,252,380,7.1,14.1,7.8,250
HONGQI,https://www.drivearabia.com/carprices/media/catalog/5eea778834b1ahongqi_hs5_front_dubai_uae.jpg,Hongqi HS5,130000,China,Midsize SUV,5-door,wagon,2.0TC I4 FWD,6A,224,340,7.9,12.7,8.2,210
HONGQI,https://www.drivearabia.com/carprices/media/catalog/5eea778834b1ahongqi_hs5_front_dubai_uae.jpg,Hongqi HS5,130000,China,Midsize SUV,5-door,wagon,2.0TC I4 FWD,6A,224,340,7.9,12.7,8.2,210
HONGQI,https://www.drivearabia.com/carprices/media/catalog/6005a50080e14Hongqi_HS7_front_uae.jpg,Hongqi HS7,130000,China,Premium Midsize Sedan,5-door,wagon,3.0TC V6 4WD,8A,337,445,10.9,9.2,7.8,250
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5aaa6491719faHyundai_Accent_2019_frnot.jpg,Hyundai Accent,46500,India,Sub-Compact Sedan,4-door,sedan,1.4 I4 FWD,6M/6A,100,136,6.3,15.9,11.3,180
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5aaa6491719faHyundai_Accent_2019_frnot.jpg,Hyundai Accent,46500,India,Sub-Compact Sedan,4-door,sedan,1.4 I4 FWD,6M/6A,100,136,6.3,15.9,11.3,180
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5aaa6491719faHyundai_Accent_2019_frnot.jpg,Hyundai Accent,46500,India,Sub-Compact Sedan,4-door,sedan,1.4 I4 FWD,6M/6A,100,136,6.3,15.9,11.3,180
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/1104201300/hyundaiaccent-2012-1.jpg,Hyundai Accent,44500,South Korea,Sub-Compact Sedan,4-door,sedan,1.4 I4 FWD,5M/4A,106,136,5.9-6.3,16.9,11.3-12.5,180
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/1104201300/hyundaiaccent-2012-1.jpg,Hyundai Accent,44500,South Korea,Sub-Compact Sedan,4-door,sedan,1.4 I4 FWD,5M/4A,106,136,5.9-6.3,16.9,11.3-12.5,180
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/1104201300/hyundaiaccent-2012-1.jpg,Hyundai Accent,44500,South Korea,Sub-Compact Sedan,4-door,sedan,1.4 I4 FWD,5M/4A,106,136,5.9-6.3,16.9,11.3-12.5,180
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/1104201300/hyundaiaccent-2012-1.jpg,Hyundai Accent,44500,South Korea,Sub-Compact Sedan,4-door,sedan,1.4 I4 FWD,5M/4A,106,136,5.9-6.3,16.9,11.3-12.5,180
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/1104201300/hyundaiaccent-2012-1.jpg,Hyundai Accent 2014,44500,South Korea,Sub-Compact Sedan,4-door,sedan,1.4 I4 FWD,5M/4A,106,136,5.9-6.3,16.9,11.3-12.5,180
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/1104201300/hyundaiaccent-2012-1.jpg,Hyundai Accent 2013,44500,South Korea,Sub-Compact Sedan,4-door,sedan,1.4 I4 FWD,5M/4A,106,136,5.9-6.3,16.9,11.3-12.5,180
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/1104201300/hyundaiaccent-2012-1.jpg,Hyundai Accent 2012,44500,South Korea,Sub-Compact Sedan,4-door,sedan,1.4 I4 FWD,5M/4A,106,136,5.9-6.3,16.9,11.3-12.5,180
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/0806082355/hyundaiaccent1.jpg,Hyundai Accent 2011,36000,South Korea,Sub-Compact Sedan / Hatchback,4-door,sedan,1.4 I4 FWD,5M/4A,94,125,6.2-6.7,16.1,12.3-13.0,177
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/0806082355/hyundaiaccent1.jpg,Hyundai Accent 2010,36000,South Korea,Sub-Compact Sedan / Hatchback,4-door,sedan,1.4 I4 FWD,5M/4A,94,125,6.2-6.7,16.1,12.3-13.0,177
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/0806082355/hyundaiaccent1.jpg,Hyundai Accent 2009,36000,South Korea,Sub-Compact Sedan / Hatchback,4-door,sedan,1.4 I4 FWD,5M/4A,94,125,6.2-6.7,16.1,12.3-13.0,177
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/0806082355/hyundaiaccent1.jpg,Hyundai Accent 2008,36000,South Korea,Sub-Compact Sedan / Hatchback,4-door,sedan,1.4 I4 FWD,5M/4A,94,125,6.2-6.7,16.1,12.3-13.0,177
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/0806082355/hyundaiaccent1.jpg,Hyundai Accent 2007,36000,South Korea,Sub-Compact Sedan / Hatchback,4-door,sedan,1.4 I4 FWD,5M/4A,94,125,6.2-6.7,16.1,12.3-13.0,177
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/0806082355/hyundaiaccent1.jpg,Hyundai Accent 2006,36000,South Korea,Sub-Compact Sedan / Hatchback,4-door,sedan,1.4 I4 FWD,5M/4A,94,125,6.2-6.7,16.1,12.3-13.0,177
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5eb7b31a6f97ahyundai_azera_front_dubai_uae_1.jpg,Hyundai Azera,119000,South Korea,Premium Large Sedan,4-door,sedan,3.5 V6 FWD,8A,286,300,9.6,10.4,7.5,240
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5992e56a75119hyundai_azera_2018_front.jpg,Hyundai Azera,119000,South Korea,Premium Large Sedan,4-door,sedan,3.5 V6 FWD,8A,286,300,9.6,10.4,7.5,240
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5992e56a75119hyundai_azera_2018_front.jpg,Hyundai Azera,110000,South Korea,Premium Large Sedan,4-door,sedan,3.5 V6 FWD,8A,286,300,9.6,10.4,7.5,240
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5f57656f80b59hyundai_creta_2021_front_dubai_uae.jpg,Hyundai Creta,66000,South Korea,Sub-Compact SUV,5-door,wagon,1.5 I4 FWD,CVT,113,144,5.9,16.9,12,180
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/56a88692d371bHyundai_Creta_front.jpg,Hyundai Creta,62900,South Korea,Sub-Compact SUV,5-door,wagon,1.6 I4 FWD,6A,123,152,6.5-7.0,15.4,11.6,190
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/56a88692d371bHyundai_Creta_front.jpg,Hyundai Creta,62900,South Korea,Sub-Compact SUV,5-door,wagon,1.6 I4 FWD,6A,123,152,6.5-7.0,15.4,11.6,190
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5eb79493565e0Hyundai_Elantra_2021_front_dubai_uae.jpg,Hyundai Elantra,63000,South Korea,Compact Sedan,4-door,sedan,1.6 I4 FWD,CVT,121,154,7,14.3,11.8,189
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5cebb4cea1b4cHyundai_Elantra_2019_front.jpg,Hyundai Elantra,62000,South Korea,Compact Sedan,4-door,sedan,1.6 I4 FWD,6A,126,154,7,14.3,11.8,189
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5cebb4cea1b4cHyundai_Elantra_2019_front.jpg,Hyundai Elantra,62000,South Korea,Compact Sedan,4-door,sedan,1.6 I4 FWD,6A,126,154,7,14.3,11.8,189
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/600445ce88959hyundai_grand_i10_nios_front_uae_gcc.jpg,Hyundai Grand I10,41750,India,Mini Hatchback,5-door,hatchback,1.2 I4 FWD,4A,82,115,4.8,20.8,14,155
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/54a153eb31831Hyundai_Grand_i10_front.jpg,Hyundai Grand I10,37000,India,Mini Hatchback,5-door,hatchback,1.0 I3 FWD,5M/4A,65,90,4.5-5.0,22.2,15.5-16.5,140
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/54a153eb31831Hyundai_Grand_i10_front.jpg,Hyundai Grand I10,37000,India,Mini Hatchback,5-door,hatchback,1.0 I3 FWD,5M/4A,65,90,4.5-5.0,22.2,15.5-16.5,140
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5eb77daf7b29dhyundai_grand_santa_fe_front_dubai_uae.jpg,Hyundai Grand Santa Fe,152500,South Korea,Midsize SUV,5-door,wagon,3.3 V6 4WD,6A,282,337,10.3,9.7,7.8,210
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5eb77daf7b29dhyundai_grand_santa_fe_front_dubai_uae.jpg,Hyundai Grand Santa Fe,152500,South Korea,Midsize SUV,5-door,wagon,3.3 V6 4WD,6A,282,337,10.3,9.7,7.8,210
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5eb77da10ce7chyundai_grand_santa_fe_front_dubai_uae.jpg,Hyundai Grand Santa Fe,152250,South Korea,Midsize SUV,5-door,wagon,3.3 V6 4WD,6A,266,318,9.6-9.8,10.4,8.7-8.8,207
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5eb77d84597dchyundai_grand_santa_fe_front_dubai_uae.jpg,Hyundai Grand Santa Fe,99900,South Korea,Midsize SUV,5-door,wagon,3.3 V6 FWD/4WD,6A,266,318,9.6-9.8,10.4,8.7-8.8,207
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5eb77d61003e4hyundai_grand_santa_fe_front_dubai_uae.jpg,Hyundai Grand Santa Fe,99900,South Korea,Midsize SUV,5-door,wagon,3.3 V6 FWD/4WD,6A,266,318,9.6-9.8,10.4,8.7-8.8,207
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5365edce6a3860.26966067/hyundai-grand-santa-fe-1.jpg,Hyundai Grand Santa Fe,99900,South Korea,Midsize SUV,5-door,wagon,3.3 V6 FWD/4WD,6A,266,318,9.6-9.8,10.4,8.7-8.8,207
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5365edce6a3860.26966067/hyundai-grand-santa-fe-1.jpg,Hyundai Grand Santa Fe,99900,South Korea,Midsize SUV,5-door,wagon,3.3 V6 FWD/4WD,6A,266,318,9.6-9.8,10.4,8.7-8.8,207
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5365edce6a3860.26966067/hyundai-grand-santa-fe-1.jpg,Hyundai Grand Santa Fe 2014,99900,South Korea,Midsize SUV,5-door,wagon,3.3 V6 FWD/4WD,6A,266,318,9.6-9.8,10.4,8.7-8.8,207
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5c3216fb2b645hyundai_h1_2019_front.jpg,Hyundai H1,80000,South Korea,Large Minivan,5-door,minivan,2.4 I4 RWD,5M/4A,174,228,13.6-14.0,7.4,13.5-16.5,142
HYUNDAI,https://www.drivearabia.com/carprices/media/catalog/5c3216fb2b645hyundai_h1_2019_front.jpg,Hyundai H1,80000,South Korea,Large Minivan,5-door,minivan,2.4 I4 RWD,5M/4A,174,228,13.6-14.0,7.4,13.5-16.5,142
