CarCompany,URL Image,Model,Price,Country of Origin,Class,Body,Style,Engine,Gearbox,Power (hp),Torque (Nm),Fuel Econ (L/100km),Fuel Econ (km/L),0-100 kph (sec),Top speed (kph)
MAZDA,https://www.drivearabia.com/carprices/media/catalog/53ca84de7fc73Mazda_2_2015_front.jpg,Mazda 2,84500,Japan,Sub-Compact Hatchback,5-door,hatchback,1.5 I4 FWD,6A,108,139,6.8,14.7,10.5,185
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5d63c1808f0062019_mazda_mazda3_front.jpg,Mazda 3,99900,Japan,Compact Hatchback,5-door,hatchback,2.0 I4 FWD,6A,153,200,5.9,16.9,9.5,210
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5d63c1808f0062019_mazda_mazda3_front.jpg,Mazda 3,99900,Japan,Compact Hatchback,5-door,hatchback,2.0 I4 FWD,6A,153,200,5.9,16.9,9.5,210
MAZDA,https://www.drivearabia.com/carprices/media/catalog/599ec402d8a3cMazda_3_2017_front.jpg,Mazda 3,65000,Japan,Compact Hatchback,5-door,hatchback,1.6 I4 FWD,4A,103,145,4.9,20.4,12.5,180
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5d639ccea887a2019_mazda_mazda_3_sedan_front.jpg,Mazda 3 Sedan,65000,Japan,Compact Sedan,4-door,sedan,2.0 I4 FWD,6A,153,200,5.9,16.9,9.5,210
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5d639ccea887a2019_mazda_mazda_3_sedan_front.jpg,Mazda 3 Sedan,65000,Japan,Compact Sedan,4-door,sedan,2.0 I4 FWD,6A,153,200,5.9,16.9,9.5,210
MAZDA,https://www.drivearabia.com/carprices/media/catalog/599ea977dcfffMazda_3_Sedan_2017_front.jpg,Mazda 3 Sedan,65000,Japan,Compact Sedan,4-door,sedan,1.6 I4 FWD,4A,103,145,4.9,20.4,12.5,180
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5bfe48c950bb0Mazda_6_2019_front.jpg,Mazda 6,85000,Japan,Midsize Sedan,4-door,sedan,2.5 I4 FWD,6A,182,250,6.8,14.7,8.1,220
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5bfe48c950bb0Mazda_6_2019_front.jpg,Mazda 6,85000,Japan,Midsize Sedan,4-door,sedan,2.5 I4 FWD,6A,182,250,6.8,14.7,8.1,220
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5bfe48c950bb0Mazda_6_2019_front.jpg,Mazda 6,75000,Japan,Midsize Sedan,4-door,sedan,2.0 I4 FWD,6A,163,213,6.3,15.9,10.5,210
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5958f758a6c0fMazda_CX_3_2016_front.jpg,Mazda CX-3,68000,Japan,Sub-Compact SUV,5-door,wagon,2.0 I4 FWD,6A,146,192,6.5,15.4,8.3,190
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5958f758a6c0fMazda_CX_3_2016_front.jpg,Mazda CX-3,68000,Japan,Sub-Compact SUV,5-door,wagon,2.0 I4 FWD,6A,146,192,6.5,15.4,8.3,190
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5958f758a6c0fMazda_CX_3_2016_front.jpg,Mazda CX-3,68000,Japan,Sub-Compact SUV,5-door,wagon,2.0 I4 FWD,6A,146,192,6.5,15.4,8.3,190
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5ea6c67574b9bMazda_CX_30_front.jpg,Mazda CX-30,85000,Japan,Compact SUV,5-door,wagon,2.5 I4 4WD,6A,153,200,7,14.3,8.3,220
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5a12de30d99302018_mazda_cx5_front.jpg,Mazda CX-5,85000,Japan,Compact SUV,5-door,wagon,2.5 I4 FWD,6A,188,251,6.8,14.7,7.6,210
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5a12de30d99302018_mazda_cx5_front.jpg,Mazda CX-5,85000,Japan,Compact SUV,5-door,wagon,2.5 I4 FWD,6A,188,251,6.8,14.7,7.6,210
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5a12de30d99302018_mazda_cx5_front.jpg,Mazda CX-5,85000,Japan,Compact SUV,5-door,wagon,2.5 I4 FWD,6A,188,251,6.8,14.7,7.6,210
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5683304e143a3Mazda_CX_9_2016_front.jpg,Mazda CX-9,117000,Japan,Midsize SUV,5-door,wagon,2.5TC I4 FWD/4WD,6A,227,420,8.4,11.9,8.3,225
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5683304e143a3Mazda_CX_9_2016_front.jpg,Mazda CX-9,117000,Japan,Midsize SUV,5-door,wagon,2.5TC I4 FWD/4WD,6A,227,420,8.4,11.9,8.3,225
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5683304e143a3Mazda_CX_9_2016_front.jpg,Mazda CX-9,117000,Japan,Midsize SUV,5-door,wagon,2.5TC I4 FWD/4WD,6A,227,420,8.4,11.9,8.3,225
MAZDA,https://www.drivearabia.com/carprices/media/catalog/58fe816f802502016_Mazda_MX_5.jpg,Mazda MX-5,117000,Japan,Sports Convertible,2-door,convertible,2.0 I4 RWD,6A,160,200,8.1,12.3,7.9,200
MAZDA,https://www.drivearabia.com/carprices/media/catalog/58fe816f802502016_Mazda_MX_5.jpg,Mazda MX-5,117000,Japan,Sports Convertible,2-door,convertible,2.0 I4 RWD,6A,160,200,8.1,12.3,7.9,200
MAZDA,https://www.drivearabia.com/carprices/media/catalog/58fe816f802502016_Mazda_MX_5.jpg,Mazda MX-5,117000,Japan,Sports Convertible,2-door,convertible,2.0 I4 RWD,6A,160,200,8.1,12.3,7.9,200
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5a6226e00bf2amazda_mx5_rf_2018_1.jpg,Mazda MX-5 RF,140000,Japan,Sports Convertible,2-door,convertible,2.0 I4 RWD,6A,160,200,8.1,12.3,7.9,200
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5a6226e00bf2amazda_mx5_rf_2018_1.jpg,Mazda MX-5 RF,140000,Japan,Sports Convertible,2-door,convertible,2.0 I4 RWD,6A,160,200,8.1,12.3,7.9,200
MAZDA,https://www.drivearabia.com/carprices/media/catalog/5a6226e00bf2amazda_mx5_rf_2018_1.jpg,Mazda MX-5 RF,140000,Japan,Sports Convertible,2-door,convertible,2.0 I4 RWD,6A,160,200,8.1,12.3,7.9,200
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/558a09dc2b071mclaren_540c_front.jpg,McLaren 540C,651000,United Kingdom,Premium Sports Coupe,2-door,coupe,3.8TC V8 RWD,7AM,533,540,9.2,10.9,3.5,320
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/558a09dc2b071mclaren_540c_front.jpg,McLaren 540C,651000,United Kingdom,Premium Sports Coupe,2-door,coupe,3.8TC V8 RWD,7AM,533,540,9.2,10.9,3.5,320
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/558a09dc2b071mclaren_540c_front.jpg,McLaren 540C,651000,United Kingdom,Premium Sports Coupe,2-door,coupe,3.8TC V8 RWD,7AM,533,540,9.2,10.9,3.5,320
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/59538468d2ae62017_McLaren_570GT_3.jpg,McLaren 570GT,740000,United Kingdom,Premium Sports Coupe,2-door,coupe,3.8TC V8 RWD,7AM,562,600,13,7.7,3.4,328
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/59538468d2ae62017_McLaren_570GT_3.jpg,McLaren 570GT,740000,United Kingdom,Premium Sports Coupe,2-door,coupe,3.8TC V8 RWD,7AM,562,600,13,7.7,3.4,328
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/59538468d2ae62017_McLaren_570GT_3.jpg,McLaren 570GT,740000,United Kingdom,Premium Sports Coupe,2-door,coupe,3.8TC V8 RWD,7AM,562,600,13,7.7,3.4,328
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/558a049f0e1b9McLaren_570S_Coupe_2016_front.jpg,McLaren 570S,800000,United Kingdom,Premium Sports Coupe,2-door,coupe,3.8TC V8 RWD,7AM,562,600,9.2,10.9,3.2,328
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/558a049f0e1b9McLaren_570S_Coupe_2016_front.jpg,McLaren 570S,800000,United Kingdom,Premium Sports Coupe,2-door,coupe,3.8TC V8 RWD,7AM,562,600,9.2,10.9,3.2,328
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/558a049f0e1b9McLaren_570S_Coupe_2016_front.jpg,McLaren 570S,800000,United Kingdom,Premium Sports Coupe,2-door,coupe,3.8TC V8 RWD,7AM,562,600,9.2,10.9,3.2,328
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/59618db5ae195McLaren_570S_Spider_2018_front.jpg,McLaren 570S Spider,760000,United Kingdom,Premium Sports Convertible,2-door,convertible,3.8TC V8 RWD,7AM,562,600,10.7,9.3,3.2,328
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/59618db5ae195McLaren_570S_Spider_2018_front.jpg,McLaren 570S Spider,760000,United Kingdom,Premium Sports Convertible,2-door,convertible,3.8TC V8 RWD,7AM,562,600,10.7,9.3,3.2,328
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/59618db5ae195McLaren_570S_Spider_2018_front.jpg,McLaren 570S Spider,760000,United Kingdom,Premium Sports Convertible,2-door,convertible,3.8TC V8 RWD,7AM,562,600,10.7,9.3,3.2,328
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/53c6de79d5115McLaren_650S_front.jpg,McLaren 650S,1000000,United Kingdom,Premium Sports Coupe,2-door,coupe,3.8TC V8 RWD,7AM,641,680,11.7,8.5,3,333
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/53c6de79d5115McLaren_650S_front.jpg,McLaren 650S,1000000,United Kingdom,Premium Sports Coupe,2-door,coupe,3.8TC V8 RWD,7AM,641,680,11.7,8.5,3,333
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/53c6de79d5115McLaren_650S_front.jpg,McLaren 650S,1000000,United Kingdom,Premium Sports Coupe,2-door,coupe,3.8TC V8 RWD,7AM,641,680,11.7,8.5,3,333
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/53ce4e5c3f998McLaren_650S_Spider_2015_front.jpg,McLaren 650S Spider,1100000,United Kingdom,Premium Sports Coupe,2-door,convertible,3.8TC V8 RWD,7AM,641,680,11.7,8.5,3,333
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/53ce4e5c3f998McLaren_650S_Spider_2015_front.jpg,McLaren 650S Spider,1100000,United Kingdom,Premium Sports Coupe,2-door,convertible,3.8TC V8 RWD,7AM,641,680,11.7,8.5,3,333
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/595dff1c3742bMcLaren_720S_2018_front.jpg,McLaren 720S,1050000,United Kingdom,Premium Sports Coupe,2-door,coupe,4.0TC V8 RWD,7AM,710,770,11,9.1,2.9,341
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/595dff1c3742bMcLaren_720S_2018_front.jpg,McLaren 720S,1050000,United Kingdom,Premium Sports Coupe,2-door,coupe,4.0TC V8 RWD,7AM,710,770,11,9.1,2.9,341
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/595dff1c3742bMcLaren_720S_2018_front.jpg,McLaren 720S,1050000,United Kingdom,Premium Sports Coupe,2-door,coupe,4.0TC V8 RWD,7AM,710,770,11,9.1,2.9,341
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/5f7c4bd55cb42McLaren_765LT_2021_front_uae_dubai.jpg,McLaren 765LT,1350000,United Kingdom,Luxury Sports Coupe,2-door,coupe,4.0 V8 RWD,7A,755,800,12.3,8.1,2.8,330
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/5f7c4dd55dc5cMcLaren_GT_2020_front_uae_dubai.jpg,McLaren GT,800000,United Kingdom,Luxury Sports Coupe,2-door,coupe,4.0TC V8 RWD,7A,612,630,10.8,9.3,3.2,326
MCLAREN,https://www.drivearabia.com/carprices/media/catalog/5f7c4dd55dc5cMcLaren_GT_2020_front_uae_dubai.jpg,McLaren GT,800000,United Kingdom,Luxury Sports Coupe,2-door,coupe,4.0TC V8 RWD,7A,612,630,10.8,9.3,3.2,326
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5d249cace1984Mercedes_Benz_A35_AMG_4Matic_2019_front.jpg,Mercedes-Benz A 35 AMG,270000,Germany,Premium Compact Hatchback,5-door,hatchback,2.0TC I4 4WD,7A,302,400,7.4,13.5,4.8,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5d249cace1984Mercedes_Benz_A35_AMG_4Matic_2019_front.jpg,Mercedes-Benz A 35 AMG,270000,Germany,Premium Compact Hatchback,5-door,hatchback,2.0TC I4 4WD,7A,302,400,7.4,13.5,4.8,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5d249cace1984Mercedes_Benz_A35_AMG_4Matic_2019_front.jpg,Mercedes-Benz A 35 AMG,270000,Germany,Premium Compact Hatchback,5-door,hatchback,2.0TC I4 4WD,7A,302,400,7.4,13.5,4.8,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5d23021405f8bMercedes_Benz_A45_S_AMG_4Matic_2020_front.jpg,Mercedes-Benz A 45 AMG,248000,Germany,Premium Sub-Compact Hatchback,5-door,hatchback,2.0TC I4 4WD,8A,382,480,6.9,14.5,4,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5d23021405f8bMercedes_Benz_A45_S_AMG_4Matic_2020_front.jpg,Mercedes-Benz A 45 AMG,248000,Germany,Premium Sub-Compact Hatchback,5-door,hatchback,2.0TC I4 4WD,8A,382,480,6.9,14.5,4,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/56aab3e8d0fe6Mercedes_Benz_A45_AMG_2016_front.jpg,Mercedes-Benz A 45 AMG,200000,Germany,Premium Sub-Compact Hatchback,5-door,hatchback,2.0TC I4 4WD,7A,381,475,6.9,14.5,4.2,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a799ab80248bMercedes_Benz_A_Class_2019_front.jpg,Mercedes-Benz A-Class,175000,Germany,Premium Sub-Compact Hatchback,5-door,hatchback,1.3TC I4 FWD,7AM,163,250,5.7,17.5,8,225
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a799ab80248bMercedes_Benz_A_Class_2019_front.jpg,Mercedes-Benz A-Class,175000,Germany,Premium Sub-Compact Hatchback,5-door,hatchback,1.3TC I4 FWD,7AM,163,250,5.7,17.5,8,225
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a799ab80248bMercedes_Benz_A_Class_2019_front.jpg,Mercedes-Benz A-Class,175000,Germany,Premium Sub-Compact Hatchback,5-door,hatchback,1.3TC I4 FWD,7AM,163,250,5.7,17.5,8,225
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5ca5c56303560Mercedes_Benz_A_Class_Sedan_2019_front.jpg,Mercedes-Benz A-Class Sedan,175000,Germany,Premium Sub-Compact Hatchback,4-door,sedan,1.3TC I4 FWD,7AM,163,250,5.7,17.5,8,225
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5ca5c56303560Mercedes_Benz_A_Class_Sedan_2019_front.jpg,Mercedes-Benz A-Class Sedan,175000,Germany,Premium Sub-Compact Hatchback,4-door,sedan,1.3TC I4 FWD,7AM,163,250,5.7,17.5,8,225
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5ca5c56303560Mercedes_Benz_A_Class_Sedan_2019_front.jpg,Mercedes-Benz A-Class Sedan,175000,Germany,Premium Sub-Compact Hatchback,4-door,sedan,1.3TC I4 FWD,7AM,163,250,5.7,17.5,8,225
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5411876175d53Mercedes_Benz_AMG_GT_front.jpg,Mercedes-Benz AMG GT,500000,Germany,Luxury Sports Coupe,2-door,coupe,4.0TC V8 RWD,7AM,456,630,9.4,10.6,4,304
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5411876175d53Mercedes_Benz_AMG_GT_front.jpg,Mercedes-Benz AMG GT,500000,Germany,Luxury Sports Coupe,2-door,coupe,4.0TC V8 RWD,7AM,456,630,9.4,10.6,4,304
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5411876175d53Mercedes_Benz_AMG_GT_front.jpg,Mercedes-Benz AMG GT,500000,Germany,Luxury Sports Coupe,2-door,coupe,4.0TC V8 RWD,7AM,456,630,9.4,10.6,4,304
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5b0d0c66505faMercedes_Benz_AMG_GT53_4_Door_2019_front.jpg,Mercedes-Benz AMG GT 4-Door,500000,Germany,Luxury Midsize Sedan,4-door,sedan,3.0TC+H I6 RWD,9AM,362,500,9,11.1,4.9,270
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5b0d0c66505faMercedes_Benz_AMG_GT53_4_Door_2019_front.jpg,Mercedes-Benz AMG GT 4-Door,395000,Germany,Luxury Midsize Sedan,4-door,sedan,3.0TC+H I6 RWD,9AM,362,500,9.1,11,4.8,270
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5b0d0c66505faMercedes_Benz_AMG_GT53_4_Door_2019_front.jpg,Mercedes-Benz AMG GT 4-Door,395000,Germany,Luxury Midsize Sedan,4-door,sedan,3.0TC+H I6 RWD,9AM,362,500,9.1,11,4.8,270
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f185728727ceMercedes_Benz_AMG_GT_Roadster_2017_1024_04.jpg,Mercedes-Benz AMG GT Roadster,600000,Germany,Luxury Sports Convertible,2-door,convertible,4.0TC V8 RWD,7AM,476,630,9.4,10.6,4,204
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f185716087cbMercedes_Benz_AMG_GT_Roadster_2017_1024_04.jpg,Mercedes-Benz AMG GT Roadster,600000,Germany,Luxury Sports Convertible,2-door,convertible,4.0TC V8 RWD,7AM,476,630,9.4,10.6,4,304
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f1856b830cbfMercedes_Benz_AMG_GT_Roadster_2017_1024_04.jpg,Mercedes-Benz AMG GT Roadster,600000,Germany,Luxury Sports Convertible,2-door,convertible,4.0TC V8 RWD,7AM,456,600,9.4,10.6,4,304
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5455b19c40cc9Mercedes_Benz_C63_AMG_2015_front.jpg,Mercedes-Benz C 63 AMG,325000,Germany,Premium Compact Sedan,4-door,sedan,4.0TC V8 RWD,7A,469,650,8.2,12.2,4.1,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5455b19c40cc9Mercedes_Benz_C63_AMG_2015_front.jpg,Mercedes-Benz C 63 AMG,325000,Germany,Premium Compact Sedan,4-door,sedan,4.0TC V8 RWD,7A,469,650,8.2,12.2,4.1,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5455b19c40cc9Mercedes_Benz_C63_AMG_2015_front.jpg,Mercedes-Benz C 63 AMG,325000,Germany,Premium Compact Sedan,4-door,sedan,4.0TC V8 RWD,7A,469,650,8.2,12.2,4.1,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/582fa5d2a0465Mercedes_Benz_C63_AMG_Coupe_2017_front.jpg,Mercedes-Benz C 63 AMG,325000,Germany,Premium Compact Coupe,4-door,sedan,4.0TC V8 RWD,7A,469,650,8.2,12.2,4,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/582fa5d2a0465Mercedes_Benz_C63_AMG_Coupe_2017_front.jpg,Mercedes-Benz C 63 AMG,325000,Germany,Premium Compact Coupe,4-door,sedan,4.0TC V8 RWD,7A,469,650,8.2,12.2,4,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/582fa5d2a0465Mercedes_Benz_C63_AMG_Coupe_2017_front.jpg,Mercedes-Benz C 63 AMG,325000,Germany,Premium Compact Coupe,4-door,sedan,4.0TC V8 RWD,7A,469,650,8.2,12.2,4,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5eef5f5808147Mercedes_Benz_C_Class_2019_front.jpg,Mercedes-Benz C-Class,160000,Germany,Premium Compact Sedan,4-door,sedan,1.6TC I4 RWD,7A,156,250,5.4,18.5,8.5,223
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5eef5f5808147Mercedes_Benz_C_Class_2019_front.jpg,Mercedes-Benz C-Class,160000,Germany,Premium Compact Sedan,4-door,sedan,1.6TC I4 RWD,7A,156,250,5.4,18.5,8.5,223
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5eef5f26c10e1Mercedes_Benz_C_Class_2019_front.jpg,Mercedes-Benz C-Class,160000,Germany,Premium Compact Sedan,4-door,sedan,1.6TC I4 RWD,7A,156,250,5.4,18.5,8.5,223
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5798b03601dc72016_Mercedes_Benz_C_Class_Coupe_FRONT.jpg,Mercedes-Benz C-Class,200000,Germany,Premium Compact Coupe,2-door,coupe,2.0TC I4 RWD,7A,184,300,5.9,16.9,7.3,240
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5798b03601dc72016_Mercedes_Benz_C_Class_Coupe_FRONT.jpg,Mercedes-Benz C-Class,200000,Germany,Premium Compact Coupe,2-door,coupe,2.0TC I4 RWD,7A,184,300,5.9,16.9,7.3,240
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5798b03601dc72016_Mercedes_Benz_C_Class_Coupe_FRONT.jpg,Mercedes-Benz C-Class,200000,Germany,Premium Compact Coupe,2-door,coupe,2.0TC I4 RWD,7A,184,300,5.9,16.9,7.3,240
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f1953af6f5f6Mercedes_Benz_CLA35_AMG_4Matic_2020_front.jpg,Mercedes-Benz CLA 35 AMG,270000,Germany,Premium Compact Sedan,4-door,sedan,2.0TC I4 4WD,7A,302,400,7.4,13.5,4.8,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f1953af6f5f6Mercedes_Benz_CLA35_AMG_4Matic_2020_front.jpg,Mercedes-Benz CLA 35 AMG,270000,Germany,Premium Compact Sedan,4-door,sedan,2.0TC I4 4WD,7A,302,400,7.4,13.5,4.8,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5448c224e2414Mercedes_Benz_CLA45_AMG_front.jpg,Mercedes-Benz CLA 45 AMG,280000,Hungary,Premium Sub-Compact Sedan,4-door,sedan,2.0TC I4 4WD,7A,381,475,6.9,14.5,4.2,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5448c224e2414Mercedes_Benz_CLA45_AMG_front.jpg,Mercedes-Benz CLA 45 AMG,280000,Hungary,Premium Sub-Compact Sedan,4-door,sedan,2.0TC I4 4WD,7A,353,450,6.9,14.5,4.6,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5448c224e2414Mercedes_Benz_CLA45_AMG_front.jpg,Mercedes-Benz CLA 45 AMG,280000,Hungary,Premium Sub-Compact Sedan,4-door,sedan,2.0TC I4 4WD,7A,353,450,6.9,14.5,4.6,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f18369825277Mercedes_Benz_CLA_2020_front_dubai_uae.jpg,Mercedes-Benz CLA-Class,180000,Hungary,Premium Sub-Compact Sedan,4-door,sedan,1.3TC I4 FWD,7AM,163,250,6.1,16.4,8.2,229
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f18369825277Mercedes_Benz_CLA_2020_front_dubai_uae.jpg,Mercedes-Benz CLA-Class,180000,Hungary,Premium Sub-Compact Sedan,4-door,sedan,1.3TC I4 FWD,7AM,163,250,6.1,16.4,8.2,229
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/54fae2b90c622Mercedes_Benz_CLA250_front.jpg,Mercedes-Benz CLA-Class,191000,Hungary,Premium Sub-Compact Sedan,4-door,sedan,2.0TC I4 FWD,7A,208,350,6.1,16.4,6.7,240
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5ca9e4016bb69Mercedes_Benz_CLS53_AMG_2019_front.jpg,Mercedes-Benz CLS 53 AMG,450000,Germany,Luxury Large Sedan,4-door,sedan,3.0TC+E I6 4WD,9A,429,770,8.9,11.2,4.5,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5ca9e4016bb69Mercedes_Benz_CLS53_AMG_2019_front.jpg,Mercedes-Benz CLS 53 AMG,450000,Germany,Luxury Large Sedan,4-door,sedan,3.0TC+E I6 4WD,9A,429,770,8.9,11.2,4.5,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5ca9e4016bb69Mercedes_Benz_CLS53_AMG_2019_front.jpg,Mercedes-Benz CLS 53 AMG,450000,Germany,Luxury Large Sedan,4-door,sedan,3.0TC+E I6 4WD,9A,429,770,8.9,11.2,4.5,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5c74078cc20edMercedes_Benz_CLS_2019_front.jpg,Mercedes-Benz CLS-Class,380000,Germany,Luxury Large Sedan,4-door,sedan,2.0TC I4 RWD,9A,295,400,7.2,13.9,6,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5c74078cc20edMercedes_Benz_CLS_2019_front.jpg,Mercedes-Benz CLS-Class,380000,Germany,Luxury Large Sedan,4-door,sedan,2.0TC I4 RWD,9A,295,400,7.2,13.9,6,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5c74078cc20edMercedes_Benz_CLS_2019_front.jpg,Mercedes-Benz CLS-Class,380000,Germany,Luxury Large Sedan,4-door,sedan,2.0TC I4 RWD,9A,295,400,7.2,13.9,6,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5ea8a0e21451bMercedes_Benz_E53_AMG_front.jpg,Mercedes-Benz E 53 AMG,355000,Germany,Luxury Midsize Sedan,4-door,sedan,3.0TC+H I6 4WD,9A,429,520,8.2,12.2,4.5,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5ea8a0e21451bMercedes_Benz_E53_AMG_front.jpg,Mercedes-Benz E 53 AMG,400000,Germany,Luxury Midsize Sedan,4-door,sedan,3.0TC I6 4WD,9A,429,520,8.2,12.2,4.5,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5eef3c883ab4cMercedes_Benz_E63_AMG_2021_front.jpg,Mercedes-Benz E 63 AMG,500000,Germany,Luxury Midsize Sedan,4-door,sedan,4.0TC V8 4WD,9A,612,850,10.1 - 13.8,9.9,3.4,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5937bbe9c3d912018_mercedes_amg_e63_boasts_amg_front.jpg,Mercedes-Benz E 63 AMG,500000,Germany,Luxury Midsize Sedan,4-door,sedan,4.0TC V8 4WD,9A,612,850,10.1 - 13.8,9.9,3.4,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5937bbe9c3d912018_mercedes_amg_e63_boasts_amg_front.jpg,Mercedes-Benz E 63 AMG,500000,Germany,Luxury Midsize Sedan,4-door,sedan,4.0TC V8 4WD,9A,612,850,10.1 - 13.8,9.9,3.4,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5eafb6bd61254Mercedes_Benz_E_Class_2021_front_dubai_uae.jpg,Mercedes-Benz E-Class,196000,Germany,Luxury Midsize Sedan,4-door,sedan,2.0TC I4 RWD,9A,184,300,5.9,16.9,7.7,240
